age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend,age_group,income_group,spend_segment
65,17179,2.8,2,1.3,7,9,7,11,75612,42871,6,6,6,5,6,8,6,4,8,7,10,Other,Tier 1,Store,118483,60+,Low,Value
69,17019,5.2,6,1.7,6,10,8,7,57731,25059,5,6,6,9,4,9,7,8,1,6,8,Female,Tier 1,Store,82790,60+,Low,Value
64,96455,4.4,11,4.6,6,6,13,16,23705,15395,5,9,7,9,7,9,3,3,9,9,3,Female,Tier 1,Hybrid,39100,60+,Medium,Value
42,231311,6.7,12,3.5,3,2,45,4,68972,76246,8,4,5,1,3,2,3,3,5,7,6,Other,Tier 1,Store,145218,31-45,Ultra High,Standard
76,164776,5.2,11,3.1,1,6,32,18,59509,90806,2,7,1,3,3,9,4,7,3,3,5,Other,Tier 1,Store,150315,60+,High,Standard
38,164102,7.2,11,0.6,1,4,14,10,68393,68698,9,0,1,9,5,5,7,9,9,1,2,Male,Tier 3,Store,137091,31-45,High,Standard
54,141883,8.7,7,3.4,7,9,29,16,68608,130336,1,4,3,9,10,6,8,9,8,10,9,Female,Tier 2,Store,198944,46-60,High,Premium
55,84445,3.2,1,4.0,4,10,29,5,15927,65388,4,6,5,5,10,8,1,5,2,3,6,Other,Tier 2,Store,81315,46-60,Medium,Value
66,88551,6.0,7,0.7,6,3,39,11,73703,114855,9,9,3,9,9,9,4,10,3,2,8,Female,Tier 3,Store,188558,60+,Medium,Premium
18,18420,5.9,12,2.5,4,7,30,6,95314,132027,5,2,3,1,1,5,5,1,8,5,5,Other,Tier 1,Store,227341,<18,Low,Premium
42,74875,6.6,11,3.8,8,10,4,15,79263,3149,4,6,5,4,3,2,3,9,4,8,6,Other,Tier 3,Online,82412,31-45,Medium,Value
68,193725,7.4,8,3.6,9,8,18,2,119183,36262,8,8,3,1,6,8,8,5,8,9,8,Female,Tier 1,Store,155445,60+,Ultra High,Standard
53,31740,9.2,9,3.3,2,2,47,11,79696,49249,10,0,6,9,2,6,9,10,9,8,6,Male,Tier 1,Store,128945,46-60,Low,Standard
34,80263,3.8,14,2.6,1,10,41,7,80957,75604,6,5,2,8,3,5,3,6,1,2,8,Male,Tier 2,Store,156561,31-45,Medium,Standard
58,120789,2.9,8,3.9,1,7,10,2,84238,137702,4,7,5,9,8,3,4,4,2,9,8,Other,Tier 2,Store,221940,46-60,Medium,Premium
41,241936,6.4,3,2.7,7,5,36,14,53978,93292,7,6,4,8,6,6,5,4,5,4,9,Other,Tier 1,Store,147270,31-45,Ultra High,Standard
19,210631,6.9,8,3.2,2,1,9,5,91126,46869,5,7,5,9,5,7,8,7,6,2,4,Male,Tier 3,Store,137995,18-30,Ultra High,Standard
57,34465,7.4,3,2.9,3,7,47,7,32847,24784,9,9,1,10,6,7,2,5,8,9,10,Other,Tier 3,Online,57631,46-60,Low,Value
32,197504,4.5,6,1.1,4,10,35,11,34032,57670,1,4,2,7,10,2,4,8,10,3,3,Male,Tier 3,Store,91702,31-45,Ultra High,Value
49,19131,2.8,4,1.3,9,8,32,12,6022,30732,7,2,6,1,5,3,3,3,8,5,3,Male,Tier 3,Store,36754,46-60,Low,Value
56,25652,8.4,7,0.6,10,1,23,16,74002,110926,6,6,6,4,10,4,5,10,7,2,4,Other,Tier 2,Store,184928,46-60,Low,Premium
76,211045,7.0,8,2.0,2,4,14,16,108584,109402,1,2,7,1,10,3,6,9,8,1,2,Female,Tier 1,Store,217986,60+,Ultra High,Premium
23,233115,5.2,10,3.6,10,4,28,13,116655,43650,6,6,2,2,1,3,3,5,10,8,5,Female,Tier 2,Store,160305,18-30,Ultra High,Standard
18,193219,1.7,6,2.9,2,5,38,15,123722,104836,10,3,4,2,10,3,5,5,10,7,2,Female,Tier 1,Store,228558,<18,Ultra High,Premium
64,62671,4.7,10,2.5,1,5,26,10,117997,83444,6,8,2,2,1,6,5,6,1,9,10,Other,Tier 1,Store,201441,60+,Low,Premium
40,104342,7.4,4,4.3,8,4,19,5,133794,73082,10,4,2,6,6,2,2,3,8,4,1,Female,Tier 3,Store,206876,31-45,Medium,Premium
75,34171,6.9,8,2.1,8,1,35,9,23366,145948,9,1,2,3,3,2,7,3,3,8,4,Male,Tier 2,Store,169314,60+,Low,Standard
56,232201,3.2,7,3.2,5,9,13,6,48008,22086,10,3,4,2,9,7,5,6,6,2,2,Other,Tier 1,Store,70094,46-60,Ultra High,Value
78,201764,7.2,10,2.1,3,5,36,8,85435,122032,7,9,4,4,3,3,6,4,1,2,10,Female,Tier 3,Store,207467,60+,Ultra High,Premium
79,73541,5.8,8,0.6,1,1,48,9,148401,79812,1,0,4,5,1,1,3,8,7,1,4,Male,Tier 1,Store,228213,60+,Medium,Premium
74,24470,8.5,13,1.5,2,3,35,11,107964,78714,4,5,6,9,4,3,5,8,6,6,5,Male,Tier 2,Store,186678,60+,Low,Premium
34,207416,4.6,10,1.5,9,1,36,18,108044,22241,5,0,2,5,10,6,2,8,3,6,3,Male,Tier 3,Store,130285,31-45,Ultra High,Standard
51,59308,4.8,7,0.7,8,7,23,11,37119,15507,3,4,5,6,10,2,10,5,3,2,10,Female,Tier 1,Hybrid,52626,46-60,Low,Value
76,196711,6.2,14,2.3,10,10,48,18,35846,99866,9,6,5,4,7,10,8,10,1,4,9,Other,Tier 3,Store,135712,60+,Ultra High,Standard
58,167398,5.2,3,1.5,4,10,42,14,3238,99020,8,9,1,6,1,10,2,2,3,2,9,Other,Tier 3,Store,102258,46-60,High,Value
46,150669,4.3,3,4.4,3,10,35,19,27410,142952,5,4,5,6,10,1,7,2,9,3,8,Other,Tier 3,Store,170362,46-60,High,Standard
26,117840,9.7,9,2.2,5,7,28,5,66274,40729,4,4,3,5,3,3,10,5,3,10,7,Female,Tier 1,Store,107003,18-30,Medium,Value
30,176860,8.8,14,1.4,8,6,14,14,119038,47225,2,3,5,8,10,8,5,10,5,1,9,Male,Tier 1,Store,166263,18-30,High,Standard
23,211092,4.1,7,1.1,10,9,38,19,67517,132060,7,5,4,7,1,5,8,5,9,10,10,Female,Tier 3,Store,199577,18-30,Ultra High,Premium
23,64477,6.4,12,1.0,6,7,4,15,104122,127926,7,8,7,2,9,10,6,10,2,2,2,Female,Tier 2,Store,232048,18-30,Low,Premium
37,123261,2.9,1,3.6,10,5,45,1,96527,145264,5,2,6,6,10,2,10,1,5,1,6,Male,Tier 1,Store,241791,31-45,Medium,Premium
69,117466,9.4,3,3.8,4,7,32,17,5151,66464,7,9,3,10,9,5,10,3,5,4,9,Other,Tier 1,Store,71615,60+,Medium,Value
70,48071,7.5,11,0.0,8,10,38,4,51289,57197,5,1,2,10,4,8,5,2,9,9,10,Other,Tier 1,Store,108486,60+,Low,Value
20,216675,8.0,1,5.3,4,4,44,7,39437,24590,3,3,4,5,6,10,10,8,1,2,3,Male,Tier 1,Store,64027,18-30,Ultra High,Value
34,207995,5.5,6,2.6,5,10,44,10,128164,32310,7,2,5,4,5,6,3,2,2,2,10,Male,Tier 1,Online,160474,31-45,Ultra High,Standard
66,85560,8.3,13,3.8,2,9,0,14,86747,97405,6,9,6,10,7,6,10,6,3,2,7,Female,Tier 2,Store,184152,60+,Medium,Premium
29,219323,8.4,2,1.5,10,6,46,4,40858,100713,8,4,2,2,5,3,1,10,10,3,3,Female,Tier 1,Store,141571,18-30,Ultra High,Standard
65,203564,5.7,7,1.2,4,4,33,13,9885,57453,2,0,1,1,7,1,3,4,4,2,3,Male,Tier 1,Store,67338,60+,Ultra High,Value
64,177842,3.7,8,2.2,10,5,39,9,139581,130417,3,6,4,1,6,2,1,5,5,7,4,Other,Tier 2,Store,269998,60+,High,Premium
62,91762,6.9,13,3.0,10,8,7,5,25844,62482,2,6,3,2,10,10,2,5,4,9,5,Male,Tier 1,Store,88326,60+,Medium,Value
72,181471,5.7,13,2.8,3,7,23,13,25124,96758,7,1,4,2,10,4,1,3,6,3,9,Male,Tier 3,Store,121882,60+,High,Value
18,225020,9.7,13,4.0,8,6,45,19,29235,13858,3,3,7,10,5,1,3,3,1,9,10,Male,Tier 1,Online,43093,<18,Ultra High,Value
34,203511,6.1,6,0.2,8,2,22,3,143092,79878,3,9,3,9,6,5,10,6,5,4,3,Male,Tier 1,Store,222970,31-45,Ultra High,Premium
20,190487,6.2,5,3.7,7,3,35,13,109066,143121,8,7,3,8,8,8,4,2,3,10,10,Female,Tier 2,Store,252187,18-30,High,Premium
43,158641,7.6,10,3.2,6,1,12,2,66731,27285,6,2,1,2,10,4,9,8,4,1,5,Male,Tier 1,Store,94016,31-45,High,Value
32,17369,6.0,4,2.9,9,3,36,17,78044,73137,2,3,7,3,9,3,8,8,5,4,10,Other,Tier 2,Store,151181,31-45,Low,Standard
53,124963,7.4,9,0.7,4,2,45,19,46139,51861,6,3,3,7,1,2,9,6,10,10,2,Male,Tier 3,Store,98000,46-60,Medium,Value
49,243629,4.9,8,1.5,4,10,17,10,69730,110299,7,2,2,5,3,1,7,8,4,4,1,Male,Tier 1,Store,180029,46-60,Ultra High,Premium
49,15528,3.8,5,3.3,6,6,9,11,73254,133482,7,2,3,6,2,7,10,7,10,2,7,Other,Tier 3,Store,206736,46-60,Low,Premium
21,123806,4.2,13,0.0,1,4,3,15,13808,14691,7,9,6,2,9,4,3,2,1,7,8,Male,Tier 2,Store,28499,18-30,Medium,Value
35,176386,5.3,1,0.0,2,10,6,19,99280,16682,6,7,3,9,1,4,4,8,1,10,2,Male,Tier 1,Store,115962,31-45,High,Value
66,117979,6.2,8,3.1,2,3,35,8,125060,137813,6,4,6,6,7,10,7,4,7,7,5,Other,Tier 1,Store,262873,60+,Medium,Premium
36,164119,7.0,8,3.2,10,8,21,10,19848,27334,2,5,3,8,2,6,10,3,8,10,7,Male,Tier 3,Online,47182,31-45,High,Value
60,34748,6.9,7,1.5,4,5,42,8,38889,87866,4,7,4,9,1,9,10,3,8,8,4,Female,Tier 3,Store,126755,46-60,Low,Standard
69,50109,6.0,7,1.5,5,4,42,8,77631,109998,4,7,3,4,1,9,9,6,3,5,10,Male,Tier 2,Store,187629,60+,Low,Premium
52,28919,3.9,8,3.7,2,6,11,6,135630,136137,4,6,4,2,6,8,6,2,1,9,7,Male,Tier 1,Store,271767,46-60,Low,Premium
57,62498,7.4,1,3.7,8,4,23,8,64935,39960,4,8,7,8,3,4,3,3,9,7,9,Other,Tier 2,Store,104895,46-60,Low,Value
31,70808,3.0,12,2.1,5,10,46,0,16239,27126,1,7,6,1,8,5,10,9,1,6,1,Female,Tier 1,Hybrid,43365,31-45,Low,Value
75,226864,3.7,3,0.9,8,10,36,3,22318,71318,6,5,7,1,7,5,8,3,7,8,8,Other,Tier 3,Store,93636,60+,Ultra High,Value
50,85441,6.1,4,4.4,9,5,7,5,72784,68301,7,9,7,3,7,6,1,3,9,4,9,Other,Tier 1,Store,141085,46-60,Medium,Standard
31,128843,7.6,11,0.8,9,4,19,10,4909,143382,5,2,4,3,4,5,9,6,9,3,10,Female,Tier 1,Store,148291,31-45,Medium,Standard
51,89420,7.3,6,3.4,4,9,42,16,35995,138675,4,6,5,4,2,10,5,7,5,2,7,Male,Tier 3,Store,174670,46-60,Medium,Standard
78,174978,5.8,10,4.1,10,2,17,0,135612,23643,8,2,1,6,3,10,10,4,8,6,9,Other,Tier 2,Hybrid,159255,60+,High,Standard
72,122447,6.9,12,2.5,2,1,24,13,127224,71518,2,0,1,2,1,8,2,1,7,5,4,Female,Tier 2,Store,198742,60+,Medium,Premium
21,217558,3.9,10,1.7,2,7,49,16,14167,107169,8,0,6,7,3,9,3,1,5,7,4,Male,Tier 2,Store,121336,18-30,Ultra High,Value
41,81896,4.9,9,0.4,5,9,22,16,138583,29304,4,7,6,10,5,7,1,8,10,4,7,Male,Tier 2,Store,167887,31-45,Medium,Standard
76,118431,4.9,4,2.6,10,9,37,8,128577,146095,4,6,1,5,1,8,7,1,4,10,7,Male,Tier 3,Store,274672,60+,Medium,Premium
46,168018,4.1,6,0.6,4,4,17,9,17035,99241,2,5,3,6,10,2,7,2,9,9,6,Female,Tier 2,Store,116276,46-60,High,Value
36,62020,5.3,9,2.9,6,4,45,17,85671,2724,8,8,5,7,6,6,8,10,10,1,6,Other,Tier 1,Online,88395,31-45,Low,Value
23,220338,5.6,14,0.0,9,1,10,8,133184,131484,9,3,6,4,2,7,3,4,6,4,7,Other,Tier 2,Store,264668,18-30,Ultra High,Premium
74,37161,5.1,14,0.3,7,1,38,12,102527,24066,1,2,5,8,4,2,1,7,5,6,1,Other,Tier 1,Store,126593,60+,Low,Standard
50,42738,5.5,13,2.7,4,1,13,10,21768,24707,8,5,1,8,2,2,6,6,5,6,8,Male,Tier 3,Store,46475,46-60,Low,Value
66,149997,1.0,9,3.6,7,6,47,1,111323,142469,3,0,1,2,3,4,4,5,10,5,7,Other,Tier 2,Store,253792,60+,High,Premium
57,154535,6.8,6,2.1,2,6,21,3,136978,122574,7,5,1,1,7,8,10,4,4,1,2,Other,Tier 1,Store,259552,46-60,High,Premium
36,72153,5.2,5,3.9,5,5,44,10,138259,104948,2,5,4,8,3,1,9,4,2,3,5,Male,Tier 3,Store,243207,31-45,Low,Premium
70,229020,5.2,3,1.8,9,10,37,8,25570,62190,9,2,7,8,10,8,1,5,6,8,3,Male,Tier 2,Store,87760,60+,Ultra High,Value
18,76009,3.2,5,5.3,9,10,14,11,7900,121726,1,6,6,5,7,4,1,5,9,9,10,Other,Tier 3,Store,129626,<18,Medium,Standard
22,102938,9.1,3,0.8,4,2,4,16,122453,117914,5,0,4,8,7,2,4,10,8,5,5,Other,Tier 3,Store,240367,18-30,Medium,Premium
44,114546,9.2,5,1.6,8,6,48,1,71889,149437,8,9,3,4,8,8,2,5,2,10,6,Other,Tier 3,Store,221326,31-45,Medium,Premium
33,237325,2.7,13,4.3,5,1,4,13,63825,32922,3,1,7,2,6,10,7,6,1,9,3,Female,Tier 3,Store,96747,31-45,Ultra High,Value
23,187624,5.5,10,2.2,3,3,49,19,48252,42429,5,6,2,4,1,1,8,3,9,5,4,Other,Tier 3,Store,90681,18-30,High,Value
57,71271,7.9,10,3.7,6,5,41,8,41079,67047,7,0,4,4,7,10,3,2,6,2,9,Female,Tier 2,Store,108126,46-60,Low,Value
30,24797,5.3,1,0.8,4,10,18,3,83550,65724,9,5,5,6,4,5,1,10,10,2,8,Other,Tier 3,Store,149274,18-30,Low,Standard
65,101130,4.8,6,1.3,3,5,33,4,104466,46012,9,2,4,6,8,5,8,10,4,6,10,Other,Tier 2,Store,150478,60+,Medium,Standard
79,86942,4.7,7,3.3,4,7,15,16,72241,28430,5,8,7,6,6,5,3,7,2,9,8,Male,Tier 1,Store,100671,60+,Medium,Value
52,133065,6.6,2,0.6,1,5,20,12,5913,8282,8,9,7,4,1,4,6,3,10,5,6,Male,Tier 3,Online,14195,46-60,High,Value
36,28965,11.2,3,0.9,10,10,44,13,138531,40872,7,7,5,10,5,1,4,4,3,4,2,Female,Tier 1,Hybrid,179403,31-45,Low,Premium
29,28733,7.7,10,2.4,8,6,31,17,70717,1107,2,7,5,2,2,8,5,7,3,3,9,Female,Tier 1,Online,71824,18-30,Low,Value
33,199295,3.8,9,4.2,9,7,18,8,28753,127556,9,3,4,10,6,6,10,4,4,3,7,Female,Tier 1,Store,156309,31-45,Ultra High,Standard
76,142182,4.7,8,3.0,6,2,23,9,100189,115105,5,1,7,5,5,1,1,3,7,3,8,Male,Tier 1,Store,215294,60+,High,Premium
60,172998,5.5,4,2.2,5,3,34,11,117928,84353,4,9,6,3,10,4,8,1,1,3,8,Other,Tier 3,Store,202281,46-60,High,Premium
27,174855,4.3,11,2.7,9,3,17,8,129255,16658,10,7,7,3,4,4,5,5,5,1,3,Female,Tier 2,Store,145913,18-30,High,Standard
42,98360,3.9,12,0.2,4,1,13,11,79928,78456,9,8,4,4,2,4,6,4,5,4,4,Male,Tier 3,Store,158384,31-45,Medium,Standard
37,182466,7.5,8,1.7,1,9,21,9,88396,69903,10,4,1,1,3,10,8,6,9,3,9,Male,Tier 2,Store,158299,31-45,High,Standard
48,123378,5.0,11,3.1,7,10,38,5,30154,14608,2,0,7,6,4,2,10,1,5,1,9,Male,Tier 1,Online,44762,46-60,Medium,Value
21,210868,6.7,8,2.8,1,9,29,8,119442,133523,7,8,7,6,10,8,5,4,4,1,3,Other,Tier 2,Store,252965,18-30,Ultra High,Premium
61,43287,9.6,14,3.3,9,9,11,19,910,145642,2,4,7,8,9,5,6,6,10,2,4,Female,Tier 2,Store,146552,60+,Low,Standard
40,97104,5.0,6,3.4,4,9,48,13,128006,59777,8,4,5,10,7,1,6,5,10,5,2,Other,Tier 1,Store,187783,31-45,Medium,Premium
19,176508,6.5,14,2.8,3,8,11,13,102104,77046,1,9,3,10,3,7,7,3,8,2,2,Male,Tier 3,Store,179150,18-30,High,Premium
73,101916,4.0,1,0.0,4,5,29,12,86527,42732,10,7,2,7,2,9,1,2,10,4,3,Male,Tier 2,Store,129259,60+,Medium,Standard
39,236404,6.8,2,2.9,1,9,2,3,22346,69050,2,3,4,6,1,8,5,8,5,3,3,Female,Tier 3,Store,91396,31-45,Ultra High,Value
68,219639,8.6,4,1.9,6,7,39,6,121215,24783,3,2,1,6,2,6,6,4,7,3,2,Male,Tier 1,Online,145998,60+,Ultra High,Standard
74,233555,8.5,4,2.0,7,2,31,4,123396,38352,1,2,2,6,3,7,3,5,9,5,9,Male,Tier 2,Store,161748,60+,Ultra High,Standard
54,18188,6.1,2,2.0,7,7,26,3,117166,32149,6,4,3,6,5,5,9,2,1,6,4,Male,Tier 2,Hybrid,149315,46-60,Low,Standard
25,106205,5.0,9,2.9,5,4,27,17,116401,43009,1,4,7,3,4,6,9,4,10,4,10,Other,Tier 2,Store,159410,18-30,Medium,Standard
24,247321,6.5,2,0.6,10,7,17,1,108665,113568,3,1,4,8,9,2,7,8,2,10,5,Other,Tier 1,Store,222233,18-30,Ultra High,Premium
31,112349,6.1,13,0.3,10,7,24,19,39303,129369,1,2,1,10,2,7,4,5,2,10,5,Female,Tier 1,Store,168672,31-45,Medium,Standard
73,152837,6.9,13,0.9,5,3,14,9,16763,132748,3,0,1,2,5,8,5,6,3,9,10,Other,Tier 3,Store,149511,60+,High,Standard
72,197698,4.7,6,3.7,6,3,44,7,79945,135700,8,0,7,6,6,9,5,4,3,6,9,Male,Tier 2,Store,215645,60+,Ultra High,Premium
20,234779,5.2,5,1.9,10,10,47,19,34986,74014,5,8,4,9,9,7,7,1,2,2,3,Female,Tier 2,Store,109000,18-30,Ultra High,Value
67,156879,5.6,4,3.2,8,10,26,8,80837,66478,10,6,5,6,10,4,4,4,2,1,10,Other,Tier 2,Store,147315,60+,High,Standard
33,25204,7.3,6,3.1,9,6,14,2,5812,34419,9,7,4,5,8,6,8,6,4,6,1,Male,Tier 3,Store,40231,31-45,Low,Value
72,238674,7.6,4,3.0,6,2,29,17,137873,31131,7,4,1,9,1,6,3,1,3,5,6,Female,Tier 1,Store,169004,60+,Ultra High,Standard
36,204016,5.1,9,3.2,3,8,10,19,100136,105333,7,9,6,5,4,7,2,2,8,7,6,Other,Tier 1,Store,205469,31-45,Ultra High,Premium
68,57120,3.7,11,1.8,6,8,44,12,85072,129234,7,5,3,3,2,5,9,10,10,8,5,Female,Tier 2,Store,214306,60+,Low,Premium
35,117903,6.7,10,3.4,4,4,13,10,63695,41721,6,0,3,10,3,4,1,9,9,5,1,Female,Tier 1,Store,105416,31-45,Medium,Value
69,168730,7.5,7,3.0,4,2,44,19,21241,122809,8,0,3,5,10,8,5,2,6,2,2,Male,Tier 1,Store,144050,60+,High,Standard
33,52081,5.7,3,0.4,7,9,27,9,88265,105005,9,9,1,6,9,4,5,7,3,4,8,Female,Tier 1,Store,193270,31-45,Low,Premium
25,49986,4.6,12,2.6,6,9,7,12,138037,18261,6,4,4,9,8,8,7,9,5,7,2,Male,Tier 3,Store,156298,18-30,Low,Standard
77,94322,5.0,10,2.3,8,2,10,2,119768,31960,9,5,4,10,5,4,3,6,4,3,10,Female,Tier 3,Store,151728,60+,Medium,Standard
50,109819,9.3,4,3.1,8,10,13,2,126547,123258,7,1,4,7,7,3,6,8,1,10,3,Male,Tier 1,Store,249805,46-60,Medium,Premium
66,145015,6.4,1,2.5,3,4,46,19,57803,148582,1,5,5,4,2,9,6,1,5,6,3,Other,Tier 1,Store,206385,60+,High,Premium
29,65304,8.0,6,2.2,4,1,21,19,119867,36514,1,9,5,9,10,3,6,4,7,4,9,Female,Tier 1,Store,156381,18-30,Low,Standard
79,80592,4.4,2,4.5,2,6,24,16,37778,129489,9,8,7,6,3,4,10,2,8,10,6,Male,Tier 1,Store,167267,60+,Medium,Standard
70,73548,8.4,4,3.3,1,1,9,11,130491,94582,9,4,4,2,10,3,7,6,2,3,7,Male,Tier 2,Store,225073,60+,Medium,Premium
28,113447,7.8,13,2.6,7,7,35,12,82163,94018,5,0,7,5,10,9,5,5,9,1,9,Male,Tier 3,Store,176181,18-30,Medium,Standard
22,54986,5.8,5,1.0,8,9,38,15,52154,91410,3,1,7,1,8,2,6,9,6,1,8,Male,Tier 2,Store,143564,18-30,Low,Standard
44,89095,7.2,12,2.7,8,9,23,18,16656,100746,7,0,5,2,8,5,7,9,10,10,10,Female,Tier 3,Store,117402,31-45,Medium,Value
29,106594,8.6,8,1.4,6,2,5,6,113045,71362,1,9,5,10,5,1,6,9,1,5,10,Other,Tier 3,Store,184407,18-30,Medium,Premium
34,103281,3.8,3,0.4,7,8,32,6,10249,126925,6,5,4,4,5,8,3,8,4,4,1,Male,Tier 1,Store,137174,31-45,Medium,Standard
23,81151,4.9,6,2.0,8,3,21,16,113193,77790,3,4,7,9,8,5,6,1,2,4,8,Male,Tier 2,Store,190983,18-30,Medium,Premium
50,88598,7.0,1,2.1,4,5,19,14,122639,3748,5,1,4,4,10,1,2,8,4,5,5,Female,Tier 1,Hybrid,126387,46-60,Medium,Standard
22,43214,6.0,9,3.8,8,4,10,3,19533,9040,4,0,1,8,8,10,2,3,5,4,8,Female,Tier 1,Online,28573,18-30,Low,Value
74,53745,6.8,12,3.8,6,6,34,12,26351,126819,2,4,4,7,3,7,6,8,1,10,9,Male,Tier 1,Store,153170,60+,Low,Standard
45,188620,7.4,1,3.4,7,7,34,16,40996,6150,8,5,6,10,10,7,6,10,3,4,3,Other,Tier 1,Online,47146,31-45,High,Value
31,156753,7.0,2,2.4,10,9,0,0,30799,34364,9,1,4,8,3,3,2,5,10,3,6,Male,Tier 2,Store,65163,31-45,High,Value
22,153056,5.5,1,2.4,7,10,41,7,99431,45075,8,3,4,7,4,10,2,5,4,10,9,Other,Tier 1,Store,144506,18-30,High,Standard
71,173651,5.6,8,3.2,8,5,25,17,136403,85937,6,9,7,5,1,10,1,5,5,6,5,Female,Tier 3,Store,222340,60+,High,Premium
73,105810,9.1,13,3.3,5,2,13,15,112339,29487,5,9,6,8,2,7,7,4,4,1,2,Other,Tier 3,Store,141826,60+,Medium,Standard
76,249347,6.2,4,3.0,2,4,48,15,44421,48680,2,0,4,10,6,4,5,3,9,9,6,Male,Tier 1,Store,93101,60+,Ultra High,Value
50,201005,8.7,2,3.2,8,2,1,8,82156,133018,6,0,6,1,7,3,8,3,4,5,4,Female,Tier 3,Store,215174,46-60,Ultra High,Premium
79,173471,8.8,7,2.4,1,1,45,16,138136,145975,10,4,7,5,1,4,4,6,4,7,2,Male,Tier 3,Store,284111,60+,High,Premium
67,177553,4.4,8,2.1,2,2,4,8,119151,122537,5,9,2,1,2,9,3,9,8,1,8,Female,Tier 2,Store,241688,60+,High,Premium
65,15944,7.5,9,0.0,5,7,38,16,149259,76170,2,2,2,10,6,10,6,5,5,1,3,Female,Tier 3,Store,225429,60+,Low,Premium
58,108993,3.8,5,2.1,4,2,14,9,111633,145842,4,5,3,2,1,9,2,2,4,6,2,Other,Tier 3,Store,257475,46-60,Medium,Premium
36,24114,9.2,14,1.6,2,4,20,14,46688,136620,6,8,4,5,7,6,4,6,5,1,4,Female,Tier 1,Store,183308,31-45,Low,Premium
39,54846,6.4,3,2.6,4,5,28,7,45550,28108,3,7,5,8,9,4,4,4,8,2,3,Male,Tier 2,Store,73658,31-45,Low,Value
22,229738,6.3,1,1.6,7,3,20,16,78457,133783,10,1,6,4,5,1,6,10,1,8,1,Other,Tier 1,Store,212240,18-30,Ultra High,Premium
76,223920,4.3,8,2.7,5,4,37,7,25416,130646,1,2,6,9,2,10,8,3,3,8,3,Other,Tier 2,Store,156062,60+,Ultra High,Standard
19,47596,4.8,13,0.1,4,10,35,16,44986,116335,1,2,2,4,10,5,3,2,4,3,9,Female,Tier 2,Store,161321,18-30,Low,Standard
47,119087,6.5,14,1.2,2,3,13,12,12021,45446,4,8,6,2,3,7,5,3,6,10,5,Other,Tier 1,Store,57467,46-60,Medium,Value
64,221359,6.2,6,1.6,2,8,32,7,81538,130056,8,0,2,3,9,8,3,3,1,3,4,Female,Tier 1,Store,211594,60+,Ultra High,Premium
56,21907,5.2,5,1.1,1,10,22,1,33188,121927,9,0,1,4,6,5,2,1,5,3,4,Female,Tier 2,Store,155115,46-60,Low,Standard
21,174186,7.8,13,6.0,10,8,7,14,117270,93122,8,3,7,6,7,6,10,5,1,8,4,Female,Tier 3,Store,210392,18-30,High,Premium
50,40009,6.0,7,0.0,6,3,19,5,4808,40863,6,5,5,10,4,7,4,6,5,4,1,Other,Tier 2,Store,45671,46-60,Low,Value
30,99846,4.0,5,3.4,6,9,37,7,81156,101011,2,5,6,8,5,3,2,9,9,3,9,Female,Tier 2,Store,182167,18-30,Medium,Premium
37,65241,7.4,11,3.8,4,9,46,2,109881,87343,7,9,5,6,7,3,3,7,9,10,2,Male,Tier 2,Store,197224,31-45,Low,Premium
71,181797,3.7,4,1.9,9,7,37,15,71298,110818,1,2,2,10,8,8,10,8,7,3,10,Other,Tier 2,Store,182116,60+,High,Premium
24,33996,2.2,5,2.9,4,1,46,1,22685,108409,2,1,6,9,7,6,7,7,5,4,9,Other,Tier 1,Store,131094,18-30,Low,Standard
32,152119,6.2,12,3.3,3,10,0,9,135680,93653,5,9,7,4,10,7,8,4,7,8,2,Female,Tier 2,Store,229333,31-45,High,Premium
40,43767,3.9,14,2.7,10,3,41,2,122737,2792,1,8,1,3,3,7,9,8,3,3,2,Other,Tier 1,Online,125529,31-45,Low,Standard
31,31347,6.4,11,0.2,9,8,3,10,40132,100190,2,5,3,1,7,6,8,7,7,7,10,Male,Tier 1,Store,140322,31-45,Low,Standard
40,117063,7.6,7,3.0,1,6,13,14,139051,39258,9,7,4,2,10,3,8,1,7,10,1,Other,Tier 2,Store,178309,31-45,Medium,Premium
36,39102,8.0,14,3.8,2,9,21,1,54224,146932,4,9,7,1,2,6,2,8,10,4,8,Male,Tier 3,Store,201156,31-45,Low,Premium
71,19263,7.0,11,5.2,1,10,11,8,129401,77049,2,4,5,8,5,10,3,2,10,6,5,Female,Tier 3,Store,206450,60+,Low,Premium
46,123585,3.3,6,0.7,7,9,24,18,91218,25514,6,9,7,5,2,5,9,9,8,1,2,Male,Tier 3,Store,116732,46-60,Medium,Value
73,82438,4.6,10,2.3,1,1,47,16,145312,28853,6,8,4,2,4,3,4,4,2,5,3,Other,Tier 2,Store,174165,60+,Medium,Standard
37,111359,6.0,10,2.5,1,6,6,0,34247,80546,5,4,4,6,8,6,9,3,2,1,10,Other,Tier 1,Store,114793,31-45,Medium,Value
