age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend
69,246897,5.2,11,4.1,6,8,2,14,9164,112129,10,7,1,4,2,5,2,7,3,10,1,Male,Tier 2,Store,121293
72,185365,5.3,10,3.1,4,9,18,11,64635,17803,2,3,2,4,2,7,10,6,10,7,5,Other,Tier 2,Hybrid,82438
33,245502,4.0,9,1.7,8,9,31,14,5895,147749,7,0,3,2,10,8,7,1,6,6,4,Male,Tier 3,Store,153644
63,103552,2.5,10,3.2,7,5,14,17,115133,112059,4,6,3,7,7,5,1,4,6,3,7,Female,Tier 2,Store,227192
79,61116,5.6,13,2.6,5,4,40,2,23500,44514,8,1,7,8,7,1,6,9,6,4,4,Male,Tier 3,Store,68014
60,135461,6.8,12,2.7,3,6,23,17,144418,120077,9,6,6,7,6,6,2,9,8,4,8,Male,Tier 2,Store,264495
24,55484,6.0,1,3.6,5,7,8,7,34641,3204,8,7,2,5,3,2,3,2,10,1,6,Female,Tier 1,Online,37845
33,176287,8.2,3,3.2,4,6,9,17,47295,97805,4,5,6,1,7,10,4,6,10,9,3,Male,Tier 2,Store,145100
62,96638,6.7,14,3.6,8,5,47,9,115831,145694,2,9,2,4,4,7,2,3,5,6,2,Other,Tier 2,Store,261525
76,149476,7.3,5,4.9,5,2,31,6,77479,30687,2,1,1,1,8,5,8,1,4,3,3,Other,Tier 3,Store,108166
64,183332,6.3,7,3.3,10,3,39,1,92786,82732,1,6,7,1,2,2,7,6,3,8,7,Other,Tier 2,Store,175518
73,115647,9.7,10,5.6,10,9,6,17,119258,83702,5,8,6,2,5,8,9,3,4,1,9,Female,Tier 2,Store,202960
65,80642,5.0,4,4.1,5,7,45,9,78742,136890,6,9,6,2,1,5,10,6,2,10,7,Other,Tier 3,Store,215632
44,226803,7.4,6,2.2,2,10,49,18,63116,66951,7,0,4,1,9,3,6,9,4,2,8,Female,Tier 3,Store,130067
70,61009,6.5,1,0.5,9,2,26,2,71346,112283,6,5,3,2,4,6,6,3,2,10,3,Other,Tier 3,Store,183629
40,238761,7.5,4,4.1,6,1,14,5,19227,149644,3,6,5,5,10,4,8,8,7,1,2,Female,Tier 1,Store,168871
41,143824,6.7,8,0.8,1,1,43,9,18774,20860,4,3,3,1,9,6,7,6,2,5,1,Female,Tier 3,Store,39634
26,44605,5.9,5,2.7,3,1,20,19,57126,110059,8,6,4,6,1,2,1,1,10,10,6,Female,Tier 3,Store,167185
52,125879,6.8,8,3.4,4,6,9,9,116707,111749,5,2,6,2,8,3,3,5,3,9,5,Male,Tier 2,Store,228456
68,199277,7.0,12,1.1,10,5,22,12,129078,94920,7,9,2,9,10,4,1,8,2,10,5,Other,Tier 3,Store,223998
37,183641,7.3,1,1.7,10,7,4,9,92981,4086,10,8,1,6,10,5,5,1,5,3,5,Female,Tier 3,Online,97067
54,135827,8.9,13,1.1,2,5,48,18,125251,124080,7,0,7,1,7,8,10,5,9,9,8,Male,Tier 2,Store,249331
59,20580,6.4,10,5.2,10,9,5,13,107377,40751,3,3,3,3,6,2,6,4,6,7,4,Female,Tier 3,Store,148128
34,129902,3.8,9,3.5,4,1,21,10,64738,108997,7,7,7,2,5,10,7,2,9,2,5,Male,Tier 3,Store,173735
64,20400,6.3,4,1.6,2,9,27,19,132948,126613,9,2,2,7,10,7,7,6,8,7,8,Male,Tier 3,Store,259561
48,185715,5.1,9,0.5,6,4,18,15,96522,35905,5,5,4,4,5,8,5,3,2,2,2,Other,Tier 3,Store,132427
72,242257,5.1,8,1.4,10,10,48,2,117330,44376,5,2,5,3,2,4,1,10,1,4,7,Female,Tier 2,Store,161706
74,111032,5.4,8,1.7,9,7,13,12,144709,33757,4,1,5,2,3,9,9,4,3,3,3,Other,Tier 3,Store,178466
25,142319,4.2,13,1.8,1,2,47,13,47559,55617,9,7,7,5,1,10,5,3,7,1,3,Female,Tier 1,Store,103176
32,232245,1.2,12,3.5,5,3,6,8,113019,69706,8,3,7,4,1,7,7,3,10,8,10,Male,Tier 2,Store,182725
48,121960,9.0,2,0.7,9,4,14,3,16977,58559,9,8,5,6,4,4,9,7,7,7,6,Female,Tier 2,Store,75536
70,54015,5.0,14,3.9,7,5,31,13,149721,7136,8,6,2,9,2,9,7,2,9,6,9,Female,Tier 1,Online,156857
47,86713,2.6,3,0.2,6,2,21,10,126353,119730,8,6,3,9,2,4,5,1,9,5,9,Other,Tier 3,Store,246083
63,218877,6.4,10,2.4,7,7,45,11,18567,3307,8,9,2,4,3,5,10,2,9,10,9,Female,Tier 1,Online,21874
37,161046,7.2,9,1.6,9,6,20,16,108093,53422,8,6,4,6,7,10,2,1,2,8,3,Female,Tier 1,Store,161515
77,160109,5.6,3,3.8,3,9,18,15,79989,75623,1,3,4,3,3,1,8,6,1,5,9,Male,Tier 2,Store,155612
56,230364,3.4,14,4.4,8,7,12,0,73760,30013,10,0,3,1,5,10,6,8,6,1,4,Male,Tier 2,Store,103773
70,162239,3.2,14,3.6,1,10,21,15,44967,43084,5,2,5,8,8,6,3,7,10,9,1,Male,Tier 1,Store,88051
72,103754,10.6,8,3.1,10,10,9,17,86944,61382,10,9,7,10,3,7,5,10,6,6,2,Other,Tier 2,Store,148326
29,236775,3.2,5,2.2,6,2,45,10,138226,55729,8,9,4,7,3,8,4,7,9,2,5,Female,Tier 3,Store,193955
66,58148,2.7,14,4.2,9,3,45,1,131314,40712,9,3,7,5,1,2,3,7,1,1,7,Male,Tier 1,Store,172026
34,218225,5.4,7,1.2,1,3,43,15,127108,109212,2,8,7,7,7,7,7,9,5,1,5,Other,Tier 1,Store,236320
59,167606,7.6,4,3.1,5,8,23,15,1323,119642,9,1,7,6,4,4,7,1,10,3,10,Male,Tier 1,Store,120965
47,237067,9.3,8,3.9,8,8,7,3,26260,93100,4,7,6,8,4,4,5,5,3,5,8,Male,Tier 3,Store,119360
46,137790,5.6,4,3.7,10,3,7,0,27979,113435,8,7,5,9,1,2,6,6,2,6,8,Male,Tier 1,Store,141414
36,101078,5.5,5,3.2,6,8,48,10,108586,122237,7,0,6,7,3,8,2,2,10,2,1,Other,Tier 2,Store,230823
63,71879,3.4,14,3.2,6,5,48,6,112118,51761,9,0,1,2,6,6,8,8,5,8,4,Male,Tier 1,Store,163879
28,134894,8.2,1,3.7,3,4,38,5,108458,82411,7,3,5,7,8,8,7,10,9,3,10,Female,Tier 1,Store,190869
51,80839,5.9,10,2.3,8,4,49,5,139397,90801,9,6,2,10,5,1,6,10,2,3,6,Female,Tier 3,Store,230198
67,44756,5.9,8,4.4,1,4,18,19,22013,98870,5,0,2,5,7,8,5,6,5,7,3,Male,Tier 2,Store,120883
24,158755,6.9,7,5.2,4,1,41,17,50195,25814,3,4,1,2,5,2,6,2,1,3,3,Female,Tier 1,Store,76009
61,195557,6.6,11,0.1,8,7,17,7,70598,92061,2,7,6,6,6,5,8,2,10,6,1,Other,Tier 1,Store,162659
75,244303,5.7,5,2.0,6,10,32,5,119578,143829,3,4,7,2,1,6,6,3,9,9,1,Female,Tier 3,Store,263407
51,157097,8.6,6,1.0,9,10,47,7,43053,51380,2,5,7,7,3,6,1,6,8,10,2,Other,Tier 3,Store,94433
76,232498,2.8,1,1.7,1,4,36,2,33735,102766,8,0,6,7,6,6,7,5,1,1,1,Female,Tier 1,Store,136501
37,164787,6.4,8,2.7,2,2,28,3,94813,131510,10,3,3,1,9,9,2,7,2,1,9,Male,Tier 3,Store,226323
67,216169,6.8,9,3.1,1,1,31,5,75179,144417,2,7,1,7,4,6,7,6,7,4,9,Female,Tier 1,Store,219596
55,244455,5.2,11,2.3,4,3,7,16,97915,107089,8,5,2,2,2,2,9,1,1,2,6,Male,Tier 2,Store,205004
41,248139,7.2,5,3.3,9,1,31,0,4796,76087,5,2,6,6,4,5,1,8,8,10,3,Other,Tier 1,Store,80883
27,107943,7.3,10,1.5,4,5,11,14,56439,75879,1,1,2,8,5,9,7,9,10,6,3,Male,Tier 3,Store,132318
49,233188,8.2,7,2.0,9,6,21,14,147451,74541,5,2,7,6,6,5,7,4,2,5,1,Other,Tier 2,Store,221992
69,221777,5.8,10,3.3,6,6,19,11,39702,86946,7,8,2,8,9,8,8,4,1,2,4,Female,Tier 2,Store,126648
32,163188,5.6,13,2.1,5,6,44,5,28173,51345,8,8,6,9,9,8,8,8,4,9,1,Female,Tier 1,Store,79518
54,51744,7.1,4,0.8,10,7,25,19,59251,909,7,3,3,2,1,10,1,5,3,6,1,Female,Tier 2,Online,60160
37,139697,5.6,6,5.4,4,1,16,4,75661,30254,2,3,3,1,5,10,1,4,2,3,1,Male,Tier 3,Store,105915
20,233651,3.0,2,3.7,10,4,41,6,7566,58353,1,1,5,2,10,5,6,2,9,9,1,Other,Tier 1,Store,65919
54,131072,7.7,4,2.7,2,10,33,7,100805,141763,7,6,4,3,1,4,3,3,9,2,5,Male,Tier 3,Store,242568
79,148196,2.3,5,3.7,8,10,30,9,144490,28361,9,0,7,9,2,7,10,4,6,9,3,Male,Tier 1,Hybrid,172851
74,184123,6.8,14,3.0,3,9,17,6,138159,94931,7,4,4,3,2,4,1,1,7,1,9,Other,Tier 1,Store,233090
57,22176,11.1,9,0.4,1,10,2,6,48648,127841,8,1,2,9,3,9,1,7,7,8,5,Male,Tier 2,Store,176489
25,106310,7.1,13,2.7,10,2,17,13,123944,72286,5,8,4,3,8,10,1,1,5,9,2,Female,Tier 1,Store,196230
57,210890,4.6,9,1.6,7,8,19,3,92840,45964,6,6,4,7,8,6,8,7,5,6,7,Female,Tier 2,Store,138804
61,164748,5.1,8,2.6,8,7,20,9,129731,59947,10,9,6,5,1,1,10,6,6,10,3,Other,Tier 3,Store,189678
73,60177,6.7,13,3.0,7,7,34,12,3092,14249,4,3,1,3,10,10,6,10,8,10,6,Female,Tier 2,Online,17341
40,236368,6.0,12,3.7,4,3,41,6,6639,83905,7,2,3,8,5,3,5,7,4,8,2,Male,Tier 1,Store,90544
57,125623,7.5,14,1.2,8,2,42,2,18593,75816,7,5,4,4,6,7,5,2,10,9,2,Female,Tier 2,Store,94409
28,15997,8.9,4,1.3,10,2,29,4,8616,40347,8,7,1,4,10,5,10,8,6,4,7,Other,Tier 1,Store,48963
63,205402,8.6,6,1.9,4,3,35,17,53559,19976,1,5,7,7,1,4,5,4,9,1,3,Other,Tier 1,Store,73535
25,189841,3.7,7,4.4,5,3,3,6,32805,90970,6,9,5,5,5,4,3,1,6,3,1,Female,Tier 3,Store,123775
46,249040,6.0,13,2.0,8,10,14,5,9863,84320,5,2,5,1,3,9,1,7,7,5,9,Female,Tier 2,Store,94183
47,135179,7.0,1,3.2,2,2,47,7,17033,52154,7,2,5,3,2,3,6,10,9,5,4,Other,Tier 2,Store,69187
73,224725,9.0,13,2.4,10,7,6,6,27372,33330,9,4,5,7,5,4,2,9,1,1,3,Male,Tier 2,Store,60702
77,135403,6.7,1,2.0,8,2,31,19,102176,58322,9,9,6,7,9,7,6,3,7,8,7,Female,Tier 3,Store,160498
27,157303,4.6,4,2.7,5,6,32,10,60152,23261,3,2,4,7,7,10,9,10,7,6,3,Other,Tier 3,Store,83413
56,110287,6.9,3,3.5,5,5,12,9,15863,16086,8,0,3,4,5,7,7,1,3,6,7,Other,Tier 3,Online,31949
45,134574,9.6,10,3.4,7,7,16,5,51842,104815,4,3,7,7,4,9,9,2,5,1,2,Other,Tier 3,Store,156657
66,219048,5.5,4,0.9,4,7,39,17,57428,27344,5,2,6,4,5,2,3,10,6,2,9,Male,Tier 3,Store,84772
53,136509,4.6,13,2.9,3,8,37,5,7510,31647,3,5,2,1,3,5,9,2,2,5,2,Other,Tier 2,Hybrid,39157
78,100447,5.9,13,4.6,6,4,5,9,90328,4765,9,4,6,3,3,1,6,5,2,2,6,Female,Tier 1,Online,95093
30,124522,4.7,9,2.9,6,10,49,8,37459,88474,5,1,6,10,9,4,5,6,10,10,10,Female,Tier 1,Store,125933
49,202037,7.7,2,4.0,10,5,3,7,75332,127789,7,1,2,6,10,9,8,9,6,8,4,Other,Tier 3,Store,203121
53,96144,4.7,14,4.8,6,10,14,11,140066,2216,1,9,7,7,6,7,8,10,5,7,8,Other,Tier 3,Online,142282
54,241273,8.6,4,2.7,7,4,7,9,53325,58169,3,1,2,9,7,4,4,6,5,5,3,Other,Tier 2,Store,111494
43,207589,7.0,7,2.4,4,7,33,11,41420,20564,2,7,1,10,7,2,2,7,3,4,3,Other,Tier 1,Store,61984
39,107693,7.4,2,3.1,3,3,29,17,30699,84643,10,1,1,6,7,6,4,8,5,8,8,Female,Tier 1,Store,115342
21,109315,7.4,8,4.2,3,10,22,18,996,135139,10,0,5,5,4,2,3,10,9,1,1,Female,Tier 2,Store,136135
48,241576,7.7,10,2.3,3,2,8,13,123429,70303,10,5,1,7,8,7,2,6,5,10,5,Other,Tier 3,Store,193732
35,42387,5.4,4,1.0,2,4,23,12,93206,12237,8,4,4,3,3,10,5,3,4,3,9,Female,Tier 1,Online,105443
55,19090,4.0,9,3.0,6,5,43,6,24440,108575,8,2,6,5,10,4,10,2,8,1,9,Female,Tier 3,Store,133015
41,135846,5.0,14,3.7,1,1,7,7,137376,77690,2,3,7,3,3,8,7,6,7,10,5,Male,Tier 3,Store,215066
73,171017,7.9,1,3.0,6,3,49,14,83225,128231,8,9,6,3,4,6,10,3,10,3,2,Male,Tier 2,Store,211456
40,55239,2.5,7,3.1,8,8,5,8,112529,102680,6,7,3,2,6,9,3,6,1,7,7,Male,Tier 2,Store,215209
39,18743,2.0,1,2.4,6,5,24,2,58242,46773,10,1,3,3,2,10,6,4,1,6,8,Other,Tier 3,Store,105015
19,45924,6.4,11,2.2,2,1,12,4,84806,49632,5,4,1,10,9,3,6,9,7,3,4,Male,Tier 2,Store,134438
48,156268,7.7,10,4.2,7,4,33,3,106073,83100,3,4,5,6,4,4,4,7,6,2,3,Female,Tier 2,Store,189173
72,145160,8.0,11,0.2,3,8,24,19,105181,29011,4,3,7,10,10,4,5,6,7,9,2,Other,Tier 1,Store,134192
28,106815,4.1,9,2.6,9,8,17,19,103507,82896,3,1,3,3,1,10,6,4,5,6,10,Other,Tier 2,Store,186403
45,120312,3.6,14,1.2,8,2,8,5,38599,72955,5,4,2,9,7,10,2,4,7,10,6,Male,Tier 2,Store,111554
63,83860,4.6,12,2.5,6,9,32,7,39751,33822,10,0,6,4,2,7,3,9,7,8,9,Female,Tier 2,Store,73573
49,187472,5.2,10,2.8,1,10,5,2,23396,146881,10,5,4,8,4,3,6,7,7,5,7,Female,Tier 2,Store,170277
79,231249,5.3,12,3.2,2,1,13,3,28237,88617,5,3,1,9,9,6,6,9,1,4,1,Other,Tier 1,Store,116854
22,239090,6.2,13,2.7,8,10,5,16,70947,130041,10,5,6,4,3,2,5,7,7,2,4,Male,Tier 3,Store,200988
55,244602,8.8,10,4.3,6,8,17,16,86609,28966,4,7,6,2,1,1,2,1,6,7,6,Other,Tier 1,Store,115575
27,95399,5.9,12,2.6,1,8,42,4,41719,79232,2,5,1,4,4,4,10,5,10,8,6,Other,Tier 2,Store,120951
57,63795,7.9,1,1.1,9,6,38,16,53833,37823,5,5,1,2,8,2,5,8,6,9,5,Female,Tier 1,Store,91656
63,66553,7.3,3,3.8,8,1,25,11,64863,63502,9,6,4,7,10,2,4,6,8,5,7,Other,Tier 2,Store,128365
41,249094,4.6,12,2.9,2,9,35,2,14207,14613,1,0,4,7,4,5,4,2,4,9,1,Other,Tier 1,Online,28820
52,118976,7.3,7,1.3,10,10,35,1,13652,102031,4,9,1,3,6,5,5,6,9,6,7,Male,Tier 2,Store,115683
61,170183,7.1,14,3.5,5,3,10,10,42163,149270,5,9,4,4,10,2,1,10,4,4,10,Other,Tier 1,Store,191433
65,128566,6.0,13,1.8,3,1,17,5,20599,125042,9,6,2,7,6,10,6,8,1,8,5,Male,Tier 3,Store,145641
77,209155,6.3,1,3.7,1,7,14,16,8371,97726,2,7,6,7,1,3,9,2,3,4,7,Male,Tier 3,Store,106097
79,134968,5.9,5,0.9,7,10,29,18,44143,36597,10,5,3,10,7,5,1,2,5,10,3,Female,Tier 2,Store,80740
40,76600,3.8,6,2.3,9,5,40,12,126834,48974,7,8,5,7,5,9,4,9,1,5,2,Other,Tier 1,Store,175808
34,65022,10.7,14,3.1,7,2,24,4,143547,96925,1,1,7,3,5,3,1,7,1,7,10,Other,Tier 3,Store,240472
18,149271,8.1,3,1.1,3,1,15,4,69128,126345,8,6,4,3,7,1,2,5,8,5,7,Male,Tier 3,Store,195473
72,65897,7.1,13,3.2,6,6,11,18,94408,5293,2,1,2,5,9,1,7,10,9,2,1,Male,Tier 3,Store,99701
48,53038,5.2,6,3.8,3,1,13,14,132267,9495,1,7,2,10,10,2,10,1,1,5,2,Female,Tier 1,Store,141762
48,138323,5.8,4,2.2,4,6,46,3,3678,123986,4,6,1,1,9,5,9,4,1,1,2,Female,Tier 2,Store,127664
59,201110,3.7,6,3.0,1,1,12,5,144305,36845,9,3,5,3,7,4,6,3,8,7,9,Male,Tier 3,Store,181150
74,135278,6.9,6,1.5,2,7,38,2,33852,70275,4,7,3,9,3,10,9,1,3,5,2,Other,Tier 1,Store,104127
72,126054,6.7,4,6.0,1,7,29,10,36826,99047,5,4,4,8,5,8,4,10,2,7,10,Female,Tier 1,Store,135873
59,22897,5.6,1,2.5,10,10,35,18,10691,128820,2,0,4,4,9,10,5,10,10,1,1,Other,Tier 3,Store,139511
70,79541,6.1,3,2.9,2,4,45,3,96061,86070,10,3,1,4,2,6,5,3,5,2,6,Other,Tier 3,Store,182131
73,121968,5.4,11,2.2,4,7,15,6,119164,137585,10,3,2,3,7,4,4,3,2,1,9,Male,Tier 1,Store,256749
51,29892,5.0,10,1.6,6,8,0,2,117187,10848,2,0,5,7,7,6,7,5,7,5,7,Male,Tier 3,Online,128035
26,154343,4.4,7,3.8,8,8,40,4,68223,25750,9,9,3,10,1,6,5,4,5,1,6,Male,Tier 3,Online,93973
39,249534,4.0,2,0.0,10,3,28,15,145949,114511,6,2,2,8,5,9,4,2,9,8,6,Other,Tier 1,Store,260460
30,39815,4.6,4,0.1,9,8,26,18,112584,84092,6,5,3,8,10,8,2,6,10,2,4,Female,Tier 2,Store,196676
42,60612,4.7,6,2.9,10,3,12,17,61582,89738,8,8,3,5,8,7,3,4,6,1,9,Male,Tier 3,Store,151320
65,179429,8.2,5,2.0,7,5,16,2,135981,93992,3,5,5,1,1,1,6,1,8,8,6,Female,Tier 3,Store,229973
35,221160,4.8,14,3.6,4,1,27,4,97962,74916,6,1,6,9,2,3,3,8,10,5,2,Other,Tier 1,Store,172878
68,31267,1.9,6,1.8,7,7,19,6,114639,141721,7,1,7,6,4,10,5,3,2,7,4,Other,Tier 3,Store,256360
29,33268,6.6,5,0.3,1,10,4,6,132395,53622,1,9,6,9,2,7,4,10,2,6,10,Other,Tier 2,Store,186017
57,129463,7.2,9,2.4,10,8,23,2,51338,107102,1,0,2,3,1,10,10,10,10,6,10,Female,Tier 3,Store,158440
34,160335,7.9,11,2.2,6,4,8,8,56009,15250,6,3,5,10,1,10,2,9,9,10,10,Other,Tier 1,Store,71259
32,217007,6.3,12,1.1,1,7,32,7,12011,101281,6,0,1,5,2,10,6,9,4,4,10,Other,Tier 2,Store,113292
59,110347,3.7,13,3.5,8,7,33,17,103296,77794,8,6,7,10,10,7,2,4,3,10,2,Female,Tier 2,Store,181090
32,205732,4.4,2,3.0,4,6,45,9,110236,111362,2,8,1,9,3,9,5,8,9,6,9,Female,Tier 3,Store,221598
32,211599,7.2,4,1.2,8,5,26,19,44114,48452,9,7,6,7,2,9,2,9,9,3,10,Male,Tier 1,Store,92566
72,209451,8.9,1,0.5,8,10,36,7,20939,88541,10,6,1,3,9,10,9,6,4,9,3,Female,Tier 3,Store,109480
56,109542,3.7,12,3.0,2,4,32,7,132996,116996,7,1,7,8,9,10,4,1,2,3,3,Female,Tier 3,Store,249992
30,187343,6.4,13,1.3,6,5,47,16,83611,128013,1,1,3,7,5,1,3,2,4,5,8,Female,Tier 2,Store,211624
34,81612,4.9,7,1.3,10,7,37,16,20709,131137,3,2,2,5,4,8,10,4,10,4,9,Other,Tier 1,Store,151846
49,153307,4.4,1,2.4,4,8,28,3,61443,130592,5,7,4,5,7,7,3,9,10,10,5,Other,Tier 1,Store,192035
26,103757,6.1,6,2.6,3,4,37,5,104624,139657,8,1,4,9,2,2,7,3,8,1,7,Male,Tier 2,Store,244281
57,162489,5.7,10,3.2,9,5,34,18,67265,50870,7,9,1,7,8,1,7,4,5,10,10,Female,Tier 2,Store,118135
37,113075,2.0,10,3.9,10,6,19,0,4020,138946,2,1,1,9,10,7,3,3,8,4,8,Male,Tier 2,Store,142966
43,49609,6.4,13,1.9,9,9,18,3,16774,35347,7,3,4,7,4,10,6,10,6,5,1,Female,Tier 3,Store,52121
44,117785,6.7,9,3.3,2,10,4,10,66924,3375,7,5,6,5,9,8,3,5,7,4,8,Other,Tier 1,Online,70299
38,179974,7.5,2,2.3,5,6,24,5,5918,54161,8,1,1,8,10,4,6,2,2,3,4,Female,Tier 3,Store,60079
35,38645,4.9,1,4.0,10,7,28,11,42009,88020,5,8,7,6,10,10,6,10,2,6,1,Other,Tier 3,Store,130029
30,208945,2.8,12,1.4,10,8,25,4,89611,141435,6,8,6,3,10,1,5,9,8,6,7,Female,Tier 1,Store,231046
33,233290,5.2,11,3.2,7,3,45,13,67039,121817,4,0,1,5,3,9,7,7,8,6,3,Other,Tier 3,Store,188856
26,210630,7.4,11,1.4,9,5,1,16,108516,148086,2,0,6,2,9,7,7,8,10,4,8,Other,Tier 2,Store,256602
29,77233,5.8,11,1.3,8,4,14,3,44468,50503,3,9,6,10,3,1,9,9,2,9,1,Female,Tier 3,Store,94971
61,126443,7.7,10,1.9,10,1,44,14,148004,104481,9,8,1,9,3,2,3,9,4,8,7,Male,Tier 2,Store,252485
55,169473,3.4,13,0.0,4,4,5,5,46443,39070,2,0,6,2,7,1,3,3,7,4,4,Male,Tier 3,Store,85513
36,22771,7.6,3,3.8,3,2,0,12,37725,60472,8,6,1,6,5,7,8,2,7,7,6,Other,Tier 3,Store,98197
77,187407,6.5,6,1.4,1,4,8,11,67418,3509,8,4,3,5,5,6,3,10,1,1,10,Other,Tier 2,Store,70927
24,220523,5.3,13,1.9,1,2,42,9,76963,113357,6,9,7,5,3,10,5,10,3,2,2,Male,Tier 3,Store,190320
74,225506,8.1,7,1.2,9,4,15,5,126554,40067,9,5,1,2,5,10,6,8,3,4,7,Male,Tier 1,Store,166621
52,213521,6.5,11,3.7,4,4,13,8,51584,67825,9,3,4,2,7,2,2,9,9,3,3,Other,Tier 1,Store,119409
65,117601,4.0,8,2.8,8,3,9,15,48727,81008,7,1,2,5,7,10,1,1,1,5,9,Female,Tier 1,Store,129735
35,238676,8.0,4,3.2,4,5,18,7,50338,141220,3,2,7,1,2,5,4,9,3,2,4,Female,Tier 3,Store,191558
33,148014,5.5,8,2.7,6,9,7,6,35848,80467,4,9,5,3,2,8,5,9,4,5,2,Other,Tier 2,Store,116315
72,166460,6.1,7,2.7,4,1,47,13,73067,99804,7,7,4,3,3,9,1,4,1,1,9,Male,Tier 1,Store,172871
56,140224,4.3,11,2.9,2,7,11,3,138435,90719,2,1,7,2,10,3,6,6,4,2,1,Male,Tier 2,Store,229154
21,98251,5.9,8,3.7,1,10,5,2,31341,778,3,6,2,8,3,3,9,4,8,6,3,Other,Tier 1,Online,32119
76,72042,4.1,5,1.0,8,1,34,2,37708,74183,2,2,4,7,6,4,10,4,10,8,6,Female,Tier 1,Store,111891
42,68740,5.7,10,1.8,6,10,5,18,135613,20084,7,1,1,4,2,4,1,4,6,2,5,Female,Tier 1,Store,155697
49,211945,6.1,7,1.1,1,1,5,9,61324,15468,4,9,4,6,7,10,1,2,9,10,4,Other,Tier 3,Store,76792
79,62024,7.2,14,3.3,5,2,34,13,92646,60054,8,3,1,4,7,5,5,1,1,8,1,Other,Tier 1,Store,152700
57,169522,3.2,4,3.1,3,10,43,5,43791,66128,3,8,7,6,5,7,9,3,3,7,7,Female,Tier 1,Store,109919
30,71965,8.0,13,3.4,2,6,10,11,53607,82441,10,6,7,6,2,10,8,7,3,8,5,Female,Tier 2,Store,136048
62,25057,8.1,1,0.0,3,9,37,11,21825,116401,9,8,5,7,9,5,7,6,3,10,9,Male,Tier 2,Store,138226
34,239321,5.6,3,1.9,2,3,26,3,62200,63049,7,4,4,9,7,7,1,7,1,5,8,Male,Tier 2,Store,125249
66,23983,6.3,12,0.0,10,5,25,9,77529,133758,1,0,6,10,6,2,7,6,6,6,10,Male,Tier 2,Store,211287
54,145469,6.6,10,5.0,2,8,27,11,103869,42056,7,2,4,1,1,8,7,5,8,8,2,Other,Tier 2,Store,145925
23,34995,6.2,9,2.7,1,10,7,16,50109,43112,2,1,5,8,1,5,3,2,10,7,3,Female,Tier 1,Store,93221
36,129587,7.2,11,1.4,3,6,24,6,15508,11616,4,8,7,9,2,4,3,9,2,4,6,Female,Tier 3,Hybrid,27124
30,248076,5.2,4,2.3,3,3,18,9,83235,44350,8,1,3,5,6,2,2,3,5,7,3,Male,Tier 1,Store,127585
74,237700,4.5,14,2.5,4,2,15,0,52302,33830,3,6,2,6,7,6,10,6,2,3,1,Male,Tier 1,Store,86132
77,223753,6.9,5,5.1,3,3,49,18,82678,90846,2,4,5,3,7,1,4,2,1,5,3,Female,Tier 2,Store,173524
43,53886,2.9,3,2.2,8,6,25,19,59314,122006,10,1,7,3,8,3,6,8,8,7,1,Female,Tier 3,Store,181320
31,104025,7.2,12,2.7,4,5,43,4,131001,14975,4,2,7,8,3,9,3,9,7,9,6,Female,Tier 3,Online,145976
48,242644,7.4,11,1.7,10,8,14,5,23454,68814,4,7,4,4,3,2,9,5,7,7,3,Other,Tier 2,Store,92268
71,110149,4.4,6,5.2,1,10,38,0,68678,90456,3,1,1,2,2,10,6,2,6,7,7,Male,Tier 1,Store,159134
21,109020,8.8,4,4.5,2,2,11,14,10186,5712,6,4,2,8,4,9,8,8,4,3,6,Male,Tier 1,Store,15898
77,17673,5.3,5,0.0,7,2,23,1,62327,103811,10,4,5,2,3,3,2,6,3,3,4,Male,Tier 2,Store,166138
56,180962,5.1,11,3.6,6,4,12,17,9744,89637,5,7,7,3,8,7,3,9,8,7,2,Other,Tier 2,Store,99381
25,92513,4.7,7,3.1,9,9,16,12,6994,19881,3,4,4,8,6,3,5,4,1,2,1,Female,Tier 3,Hybrid,26875
42,38466,6.9,12,1.5,6,5,12,1,145736,90214,10,2,3,10,6,7,4,10,5,1,9,Female,Tier 3,Store,235950
30,107545,5.2,7,1.2,2,7,16,7,106149,30144,6,2,2,10,4,5,1,1,4,3,8,Other,Tier 3,Store,136293
49,65406,3.1,9,0.0,8,7,42,4,89277,141114,8,3,2,4,7,7,1,5,10,6,7,Other,Tier 3,Store,230391
76,149760,6.7,2,3.3,9,6,0,14,124184,124625,4,2,6,8,4,8,10,1,6,9,5,Male,Tier 3,Store,248809
55,84284,5.4,14,0.7,5,6,10,12,3069,139928,7,0,4,7,2,7,3,6,2,2,7,Male,Tier 1,Store,142997
55,129579,8.2,4,2.9,6,9,19,16,3287,49562,7,8,5,2,1,9,9,10,7,4,2,Male,Tier 3,Store,52849
73,28665,6.6,8,1.1,4,4,30,3,137679,40593,5,7,2,10,4,9,1,10,2,8,4,Male,Tier 3,Store,178272
